gene	01_SW_sgCTRL_Norm	02_SW_sgCTRL_Norm	17_SW_sgRELB_3_Hyp	18_SW_sgRELB_3_Hyp
BMP8B-AS1	0	0	0	0
LOC101929536	9	9	7	15
LOC105378951	6	8	12	20
LINC02811	1	7	14	13
LOC105378665	2	1	0	0
LOC105378667	0	0	1	1
TRIT1	742	567	649	620
MYCL	337	241	418	439
MYCL-AS1	1	0	2	1
MFSD2A	507	396	284	342
LOC105378669	5	3	6	2
CAP1	4781	3527	4072	4095
PPT1	3028	2481	3206	3180
LOC105378671	0	0	1	1
RLF	894	731	1463	1452
TMCO2	0	0	0	0
ZMPSTE24	2174	1740	2148	2094
COL9A2	9	6	13	24
LOC107984945	0	0	0	0
SMAP2	763	549	829	846
ZFP69B	95	78	129	162
ZFP69	81	62	72	80
EXO5-DT	7	3	10	17
EXO5	244	184	334	342
ZNF684	62	40	85	82
LOC105378673	0	0	0	0
RIMS3	403	305	332	377
LOC105378675	4	2	1	4
LOC105378674	0	0	0	0
NFYC-AS1	52	45	113	102
NFYC	1175	865	1161	1316
MIR30E	0	0	0	0
MIR30C1	0	0	0	0
KCNQ4	76	59	16	15
LOC105378676	0	0	0	0
CITED4	72	57	42	72
CTPS1	2911	2427	1842	1838
SLFNL1-AS1	20	9	21	16
SLFNL1	7	5	11	13
SCMH1	697	515	814	852
FOXO6	1	0	1	0
FOXO6-AS1	0	0	0	0
LOC105378678	202	143	749	684
EDN2	57	47	627	643
HIVEP3	596	508	783	903
GUCA2B	0	0	0	0
GUCA2A	0	0	0	0
FOXJ3	1871	1489	1935	2002
RIMKLA	254	243	1351	1390
ZMYND12	8	7	12	15
CCDC30	10	6	33	28
PPCS	687	471	812	725
PPIH	748	607	596	565
YBX1	21329	16629	14338	15161
CLDN19	1	1	5	2
P3H1	880	727	1669	1715
C1orf50	200	173	308	308
TMEM269-DT	0	0	1	1
TMEM269	6	2	7	5
LOC107984946	0	0	1	1
SVBP	215	140	287	286
ERMAP	212	179	416	410
ZNF691	190	117	230	211
LOC339539	1	0	3	5
SLC2A1	35974	27495	80072	83994
SLC2A1-DT	156	128	508	509
FAM183A	70	52	176	174
EBNA1BP2	2964	2399	2212	2281
MIR6733	2	1	0	1
CFAP57	14	10	38	27
LOC105378685	0	1	1	0
TMEM125	31	22	64	75
C1orf210	30	12	23	19
TIE1	0	0	6	7
MPL	23	14	38	23
CDC20-DT	14	21	37	36
CDC20	6595	5164	4176	4529
ELOVL1	1747	1222	1475	1521
MIR6734	0	0	1	0
LOC112268225	9	1	12	12
MED8	840	692	886	860
MED8-AS1	0	0	5	2
SZT2	511	445	831	875
SZT2-AS1	0	0	0	0
MIR6735	0	0	0	0
HYI	0	0	0	0
PTPRF	1774	1429	2499	2737
KDM4A	1243	908	1653	1700
KDM4A-AS1	34	45	38	42
ST3GAL3	107	80	158	178
ST3GAL3-AS1	0	0	0	1
MIR6079	0	0	0	0
ARTN	93	63	89	95
LINC02918	16	4	15	22
LOC101929609	13	6	20	11
IPO13	873	655	958	1028
DPH2	1526	1039	1016	1055
ATP6V0B	3150	2409	2054	2096
B4GALT2	869	612	800	845
CCDC24	130	110	224	201
SLC6A9	650	463	370	402
LOC107984948	8	5	19	18
KLF17	0	0	0	0
KLF18	0	0	0	1
DMAP1	500	369	596	598
ERI3	1099	822	1140	1198
ERI3-IT1	8	6	3	6
SNORA110	0	0	0	0
RNF220	1302	942	1128	1080
LOC107984951	4	1	3	2
MIR5584	0	0	0	0
LOC107984950	17	11	27	15
TMEM53	89	73	121	137
SNORD145	0	0	0	0
ARMH1	0	1	14	14
LOC105378690	0	1	1	0
RNU5F-1	0	0	0	0
RNU5D-1	0	0	0	0
KIF2C	3180	2539	2857	2881
SNORD160	3	1	0	1
RPS8	18213	14638	12572	13010
SNORD55	6	9	4	7
SNORD46	3	0	2	0
SNORD38A	4	3	4	5
SNORD38B	9	11	9	7
BEST4	9	7	39	46
PLK3	253	178	239	243
DYNLT4	11	4	29	35
BTBD19	64	41	196	184
LOC107984952	2	3	10	6
PTCH2	8	6	9	13
EIF2B3	618	433	417	414
HECTD3	1148	817	1133	1271
UROD	1736	1322	1484	1536
ZSWIM5	183	139	418	487
LOC105378691	0	0	0	0
LINC01144	0	0	0	0
HPDL	657	530	189	194
MUTYH	310	202	217	237
TOE1	638	477	345	430
TESK2	96	91	103	162
CCDC163	64	55	99	103
MMACHC	358	256	297	307
PRDX1	9221	7023	7106	6710
AKR1A1	1267	938	1244	1167
NASP	4353	3754	3893	4031
CCDC17	22	22	55	31
GPBP1L1	2722	2182	2456	2581
RPS15AP10	2	2	4	0
TMEM69	1200	874	754	739
IPP	179	161	295	309
LOC105378693	8	9	24	19
MAST2	2754	2150	3184	3260
LOC105378694	0	0	1	0
P3R3URF-PIK3R3	0	0	0	0
PIK3R3	19	17	32	42
LOC101929626	2	1	2	4
TSPAN1	248	192	290	324
P3R3URF	0	0	0	0
POMGNT1	1271	985	1349	1394
LURAP1	44	39	35	30
RAD54L	954	675	584	619
LRRC41	1167	897	1484	1515
UQCRH	2382	1878	1937	1740
NSUN4	725	540	317	330
FAAH	249	207	431	420
FAAHP1	2	1	2	5
LINC01398	0	0	0	2
DMBX1	26	26	82	86
TMEM275	0	0	0	0
MKNK1-AS1	4	2	10	6
KNCN	0	0	0	0
MKNK1	383	363	639	629
MOB3C	186	129	212	209
LOC105378697	0	0	0	0
ATPAF1	1156	875	1201	1161
TEX38	1	0	2	2
EFCAB14-AS1	1	0	0	3
EFCAB14	3271	2662	3677	3539
LOC105378698	5	1	5	4
LOC105378699	0	0	0	0
CYP4B1	0	0	2	2
CYP4Z2P	0	0	0	0
CYP4A11	0	0	0	0
CYP4X1	4	6	2	4
CYP4Z1	0	0	0	0
CYP4A22	0	0	1	0
LOC105378701	3	1	16	18
LINC00853	2	0	2	3
PDZK1IP1	0	0	1	0
TAL1	2	3	3	2
STIL	1800	1518	1873	1708
CMPK1	2918	2432	2588	2436
LINC01389	11	9	34	35
FOXE3	0	0	0	0
FOXD2-AS1	75	83	102	82
FOXD2	23	11	15	21
LINC01738	0	0	0	0
TRABD2B	45	28	24	27
LINC02794	2	0	1	0
SKINT1L	0	0	0	0
SLC5A9	1	1	1	0
SPATA6	20	20	71	69
AGBL4	1	0	3	9
BEND5	0	1	0	0
LOC105378706	0	0	0	0
AGBL4-AS1	0	0	0	0
AGBL4-IT1	0	0	0	0
LOC107984954	0	0	0	0
LOC105378708	0	0	0	0
ELAVL4	4	0	1	0
LOC105378709	0	0	0	0
ELAVL4-AS1	0	0	0	0
LOC105378711	0	0	0	0
LOC105378710	0	0	0	0
LINC02808	0	0	0	0
DMRTA2	4	1	1	4
LOC105378714	0	0	0	0
FAF1	1849	1466	1438	1436
FAF1-AS1	0	0	0	0
LOC112268262	0	0	0	0
CDKN2C	422	312	873	929
MIR4421	0	0	0	0
MIR6500	0	0	0	0
C1orf185	0	0	0	0
LINC01562	0	0	3	0
RNF11	1320	1113	1820	1660
TTC39A	96	64	243	258
LOC105378717	0	0	0	0
TTC39A-AS1	0	0	0	1
EPS15	944	830	1312	1291
EPS15-AS1	0	3	4	7
CALR4P	0	0	2	0
LOC105378719	0	0	0	0
OSBPL9	2286	1755	2617	2524
NRDC	4462	3605	4499	4413
LOC105378721	8	6	4	13
MIR761	0	0	0	0
RAB3B	1253	1078	1862	1862
TXNDC12	2024	1602	1742	1715
KTI12	0	0	0	0
TXNDC12-AS1	2	2	1	2
BTF3L4	1429	1210	1376	1292
LOC107984956	0	0	0	1
ZFYVE9	783	631	927	919
CC2D1B	1041	716	1650	1677
ORC1	1257	966	844	874
PRPF38A	1512	1151	1082	1045
TUT4	1333	1057	1518	1493
LOC105378723	0	0	0	0
GPX7	82	58	134	144
SHISAL2A	0	0	0	1
COA7	1692	1336	881	863
ZYG11B	972	777	1805	1651
ZYG11A	0	0	1	0
ECHDC2	224	199	463	409
SCP2	1266	1014	1645	1636
PODN	0	0	0	0
SLC1A7	0	0	0	0
LOC105378724	0	0	0	0
CPT2	772	641	823	782
CZIB	486	346	534	542
MAGOH	1045	885	724	695
MAGOH-DT	0	4	19	17
LRP8	3447	2784	4401	4403
LOC105378728	6	4	8	3
LOC105378726	28	35	104	92
LRP8-DT	22	12	27	32
LOC105378731	11	10	23	30
LOC105378730	49	47	96	63
LINC02812	0	0	0	1
SLC25A3P1	0	0	1	1
LOC105378733	0	0	0	0
DMRTB1	0	0	0	2
GLIS1	0	0	1	0
NDC1	2878	2195	1996	1932
YIPF1	498	371	648	670
DIO1	1	1	1	1
HSPB11	1040	794	1063	1026
LRRC42	2398	1845	2391	2371
LDLRAD1	2	0	28	38
TMEM59	2635	2130	4436	4465
TCEANC2	363	323	511	497
MIR4781	0	0	0	1
CDCP2	0	0	1	0
CYB5RL	305	286	382	365
MRPL37	2765	1984	2248	2382
SSBP3	362	290	466	444
SSBP3-AS1	5	2	5	5
LOC105378735	0	0	0	0
LINC02784	0	0	0	0
ACOT11	130	95	185	201
FAM151A	5	4	5	2
MROH7-TTC4	0	0	0	0
MROH7	0	0	0	0
TTC4	28	20	24	25
PARS2	146	131	157	174
TTC22	57	29	108	111
LEXM	1	1	2	2
DHCR24	18998	14229	12507	13021
DHCR24-DT	74	64	57	63
TRK-CTT7-1	0	0	0	0
LOC105378736	0	0	0	0
TMEM61	7	3	4	5
BSND	0	0	0	0
PCSK9	3536	2737	1186	1221
USP24	1967	1525	1850	1860
LOC100507634	18	17	31	29
MIR4422HG	0	0	0	0
MIR4422	0	0	0	0
LOC105378740	0	0	0	0
LINC01753	0	0	0	0
LINC01755	0	0	0	0
LOC105378737	0	0	0	0
LOC105378741	0	0	0	0
LINC01767	0	0	0	0
PLPP3	220	192	245	211
LOC101929935	0	0	1	0
PRKAA2	602	488	723	673
FYB2	1	0	3	1
C8A	0	0	0	0
C8B	0	0	0	0
LOC105378745	0	0	0	0
LOC112267900	0	0	0	0
DAB1	0	0	0	0
LOC105378748	0	0	0	0
LOC105378747	0	0	0	0
DAB1-AS1	0	0	0	0
LOC105378746	1	0	0	0
LOC107984960	0	1	1	0
OMA1	156	130	128	143
TACSTD2	1331	956	2155	2356
MYSM1	671	539	776	801
LOC112268263	19	16	34	30
LOC105378751	20	10	28	21
JUN	1411	1011	2592	2682
LINC01135	1	0	1	1
LOC101926907	17	11	16	23
LOC107984961	0	0	0	0
LINC02777	1	0	10	21
LINC01358	0	0	0	1
HSD52	0	0	0	0
FGGY-DT	8	4	13	12
FGGY	55	36	70	69
MIR4711	0	0	0	0
LOC101926944	0	0	0	0
LOC105378758	0	1	0	0
HOOK1	1098	972	1133	1102
CYP2J2	65	42	38	41
C1orf87	0	0	3	1
LINC02778	0	0	0	0
LOC107984963	0	0	0	0
LOC105378761	0	0	0	0
LOC107984962	0	0	0	0
LOC107985379	0	0	1	1
LINC01748	19	16	11	17
LOC101926964	0	1	2	0
LOC105378764	0	0	0	0
NFIA-AS2	2	8	9	4
NFIA	234	184	149	174
NFIA-AS1	0	0	0	0
LOC105378766	0	0	0	0
LOC107984964	0	0	0	0
MGC34796	0	0	0	0
TM2D1	350	263	428	356
PATJ	947	806	1086	1042
MIR12132	0	0	0	0
LOC107984965	0	0	0	0
MIR3116-1	0	0	0	0
MIR3116-2	0	0	0	0
L1TD1	0	0	0	0
KANK4	162	135	33	22
LOC105378768	0	1	0	1
USP1	4720	3849	4135	3925
DOCK7	1124	984	1472	1410
ANGPTL3	0	0	0	0
ATG4C	290	254	247	225
LINC01739	0	0	0	0
LINC00466	2	0	1	2
LOC105378770	0	0	0	0
FOXD3-AS1	26	25	47	45
FOXD3	24	9	7	11
MIR6068	0	0	0	0
ALG6	294	262	247	253
ITGB3BP	411	335	444	381
LOC102724319	0	0	0	0
EFCAB7	96	72	115	110
DLEU2L	3	8	5	5
PGM1	1320	1088	3442	3642
LOC105378771	0	0	0	1
ROR1	357	305	391	387
LOC105378772	0	0	0	0
ROR1-AS1	0	0	0	0
LOC105378773	0	0	1	0
UBE2U	3	4	16	15
LOC105378774	0	0	0	0
LOC107984966	0	0	0	2
CACHD1	582	442	595	612
MIR4794	0	0	0	0
RAVER2	1002	757	976	966
JAK1	2524	2043	2981	2997
LINC01359	1	0	0	2
MIR3671	1	1	1	0
MIR101-1	0	0	0	0
AK4	1738	1416	5228	5077
DNAJC6	508	417	506	501
LOC102724416	1	0	2	2
LOC112268227	1	1	6	2
LEPR	87	74	144	126
LEPROT	1244	992	1868	1621
PDE4B	1	0	2	3
PDE4B-AS1	0	0	0	0
LOC105378776	0	0	1	0
SGIP1	0	0	0	0
MIR3117	0	0	0	0
DYNLT5	0	0	0	0
INSL5	0	0	1	0
DNAI4	44	23	56	52
MIER1	1259	977	1419	1333
SLC35D1	600	504	904	889
C1orf141	0	0	0	0
IL23R	0	0	0	0
IL12RB2	119	93	71	75
SERBP1	11001	9138	7744	7486
LINC01702	0	0	0	0
LOC105378780	1	0	0	0
GADD45A	893	805	734	723
GNG12	2553	2130	2581	2382
LOC105378781	1	0	1	3
GNG12-AS1	7	8	9	9
DIRAS3	6	8	20	19
WLS	2761	2128	2903	3007
MIR1262	0	0	0	0
LOC105378782	0	0	0	0
RPE65	0	0	4	1
DEPDC1	2335	1946	2054	1927
DEPDC1-AS1	24	22	14	10
LOC107984967	0	1	1	0
LOC105378783	0	0	0	0
LINC01707	0	0	0	0
LOC105378787	0	0	0	0
LINC02791	0	0	0	0
LINC01758	0	1	0	0
LOC105378789	0	0	0	0
LOC105378790	0	0	0	0
LRRC7	0	3	2	4
PIN1P1	2	0	0	1
LRRC7-AS1	0	0	0	0
LRRC40	758	680	718	652
SRSF11	4819	3948	5378	5060
ANKRD13C	484	402	1055	965
HHLA3	8	10	42	36
HHLA3-AS1	2	3	18	14
CTH	202	150	137	123
LOC105378793	0	0	1	0
LOC105378794	0	0	0	0
LINC01788	0	0	0	0
LOC102724572	0	0	0	0
PTGER3	1	0	0	0
LOC107985517	0	0	0	0
ZRANB2-AS1	18	13	23	18
ZRANB2	2541	2056	2229	2164
MIR186	5	11	4	7
ZRANB2-DT	4	2	6	9
LOC105378795	0	0	0	0
NEGR1	1	0	0	0
NEGR1-IT1	0	0	0	0
LOC105378797	0	0	0	0
LOC105378796	0	0	0	0
LOC105378798	0	0	0	0
LINC02796	0	0	0	0
LINC02797	0	0	0	0
LOC105378800	0	0	0	0
LINC01360	0	0	0	0
LOC105378801	0	0	0	0
LOC107985391	0	0	0	0
LOC105378802	0	0	0	0
LINC02238	0	0	0	0
LRRIQ3	13	14	24	15
FPGT-TNNI3K	0	0	0	0
FPGT	152	113	182	190
TNNI3K	0	0	0	0
LOC105378805	0	0	0	0
LRRC53	0	0	0	0
ERICH3	0	0	0	0
ERICH3-AS1	0	0	0	0
CRYZ	1133	880	577	558
TYW3	1192	953	672	696
LHX8	0	0	0	0
SLC44A5	57	43	172	96
ACADM	1567	1245	1311	1172
DLSTP1	22	15	32	36
RABGGTB	2006	1503	1171	983
SNORD45C	6	11	3	5
SNORD45A	10	7	3	5
SNORD45B	13	10	19	8
MSH4	3	2	0	1
ASB17	0	0	0	0
LOC105378806	0	0	0	0
LOC101927342	0	0	0	0
ST6GALNAC3	12	13	57	72
LOC105378807	0	0	0	0
LINC02567	0	0	0	0
ST6GALNAC5	22	12	24	28
MIR7156	0	0	0	0
PIGK	834	618	1166	1043
LOC105378808	2	1	6	2
AK5	97	87	649	663
ZZZ3	1570	1292	1682	1516
USP33	2007	1635	2794	2641
MIGA1	526	432	820	705
NEXN-AS1	1	2	2	3
NEXN	25	24	97	90
FUBP1	3727	2969	2738	2693
DNAJB4	316	238	392	324
GIPC2	0	2	2	1
LOC107984997	0	0	0	0
MGC27382	0	0	0	0
PTGFR	0	0	0	0
IFI44L	0	0	0	0
IFI44	0	0	0	0
ADGRL4	0	0	0	0
LOC107984998	0	0	0	0
LOC105378810	0	0	1	0
LOC105378812	0	0	0	0
LOC105378811	0	0	0	0
LINC02792	0	0	0	0
LINC01781	0	0	0	0
LOC105378813	0	0	0	0
LOC107985018	0	0	0	0
ADGRL2	0	0	1	4
LOC101927434	0	0	0	0
LOC105378814	0	0	0	0
LOC107985396	0	0	0	0
LINC01362	0	0	0	0
LINC01361	0	0	0	0
LOC107985037	0	0	1	0
LOC105378816	0	0	0	1
LINC01712	0	0	0	0
LOC107985043	0	0	0	0
LINC01725	0	0	0	0
LOC101927560	0	0	0	0
LOC107985041	0	0	0	0
TTLL7	310	246	547	494
PRKACB	1440	1056	1261	1170
LOC107985046	0	1	2	1
LOC112268230	1	0	0	3
SAMD13	1	2	5	1
UOX	0	0	1	0
DNASE2B	0	0	0	0
RPF1	929	770	728	641
GNG5	1719	1450	1666	1537
SPATA1	3	2	4	5
CTBS	154	149	200	181
LOC105378819	4	3	3	7
LINC01461	0	0	1	1
LINC01555	0	0	0	0
SSX2IP	1162	873	1221	1153
LOC102724892	0	0	0	0
LPAR3	1	0	4	2
MCOLN2	392	341	310	261
MCOLN3	1901	1609	1237	1134
DNAI3	21	12	22	21
MIR4423	0	0	0	0
SYDE2	199	152	302	253
LOC105378821	0	0	0	0
C1orf52	366	281	689	637
BCL10	383	343	589	543
BCL10-AS1	11	10	19	20
DDAH1	1685	1487	2042	1950
LOC107985054	2	2	41	43
CCN1	1037	846	5795	6063
LOC107985057	2	3	0	5
LOC112268231	0	0	0	0
ZNHIT6	791	598	866	853
LOC105378823	0	0	0	0
COL24A1	0	2	1	0
LINC02795	0	0	0	0
LOC105378825	0	0	1	0
ODF2L	202	198	268	265
MIR7856	0	0	0	0
CLCA2	0	0	0	0
CLCA1	0	0	0	0
LOC105378827	0	0	0	0
LOC105378826	0	0	0	0
CLCA4	0	0	0	0
CLCA4-AS1	8	5	25	9
CLCA3P	0	0	0	0
SH3GLB1	1434	1179	2013	2023
LOC105378831	0	0	0	0
SELENOF	2446	1983	2176	2049
HS2ST1	1334	1097	1961	1786
LINC01140	1	3	2	3
LINC02801	0	0	0	0
LMO4	470	346	808	807
LINC01364	0	0	0	0
LOC105378833	1	0	1	0
LOC105378834	0	0	0	0
LOC107985408	0	0	0	0
LOC105378835	0	0	0	0
LOC107985518	0	0	0	0
LINC01773	0	0	0	0
LOC101927871	0	0	0	0
LOC105378836	0	0	0	0
LOC105378839	0	0	0	0
PKN2-AS1	1	1	2	2
LOC105378838	0	0	0	0
PKN2	2194	1822	2449	2325
GTF2B	525	372	533	455
KYAT3	378	313	568	481
RBMXL1	397	371	407	419
GBP3	225	150	510	484
LOC105378841	3	1	8	10
GBP1	1	0	3	4
GBP2	4	2	6	6
LOC112268267	0	0	2	1
LOC105378842	3	1	15	18
GBP7	0	0	0	0
GBP4	0	1	2	1
LOC107985076	0	0	0	0
LOC105378843	0	0	0	0
GBP5	3	0	0	0
LOC729930	0	1	2	0
GBP6	0	0	0	0
GBP1P1	0	0	0	0
LOC105378844	1	1	2	0
LRRC8B	209	141	53	51
LRRC8C	186	141	150	137
LRRC8C-DT	4	1	1	4
LOC107985743	0	0	0	1
LOC101927952	0	0	0	2
LOC107985744	0	0	0	0
LOC101927975	0	0	0	0
LRRC8D	945	744	577	565
LOC105378847	0	0	0	0
GEMIN8P4	18	20	23	29
ZNF326	1291	1027	1548	1482
LOC105378848	0	0	0	0
LOC105378849	0	0	0	0
LOC107985088	1	0	2	0
LOC105378850	0	0	0	0
LOC105378851	0	0	0	0
LINC02787	0	0	0	0
SNORD3G	0	0	0	0
BARHL2	0	0	0	0
LINC02609	87	62	112	102
LINC02788	1	0	5	2
LINC01763	0	1	1	2
ZNF644	1719	1322	1617	1575
HFM1	2	3	3	4
LOC107985412	0	0	0	0
LOC107985417	0	0	0	0
LOC105378856	0	0	0	0
CDC7	833	655	970	892
LOC102723436	0	0	6	2
TGFBR3	207	159	630	625
BRDT	0	0	0	1
EPHX4	442	315	257	227
SETSIP	15	9	7	7
BTBD8	87	52	120	80
C1orf146	0	0	0	0
GLMN	429	335	335	272
RPAP2	639	500	523	466
GFI1	285	228	153	144
EVI5	512	423	774	717
RPL5	21301	17034	15184	15009
DIPK1A	179	168	220	197
SNORD21	2	1	7	1
SNORA66	5	4	4	3
MTF2	753	659	881	880
TMED5	2098	1778	1863	1853
CCDC18	709	633	662	648
LOC107985521	0	0	0	0
CCDC18-AS1	80	56	159	170
DR1	2532	2081	2061	1998
FNBP1L	992	748	1618	1556
TRC-GCA7-1	0	0	0	1
BCAR3	1788	1319	1333	1368
BCAR3-AS1	2	1	0	4
LOC102723480	51	45	51	33
MIR760	0	0	0	0
TRR-TCT1-1	1	1	1	0
DNTTIP2	2654	2260	2213	2169
GCLM	2273	1910	2489	2319
ABCA4	10	5	16	16
LOC105378858	2	0	4	5
ARHGAP29	1525	1233	3111	3144
ARHGAP29-AS1	0	0	1	3
LOC105378859	3	3	18	18
ABCD3	1958	1640	2098	1972
F3	210	155	460	462
MIR12133	0	0	0	0
LOC105378861	0	0	1	1
SLC44A3-AS1	3	1	8	4
LOC105378860	0	0	0	0
MIR378G	0	0	0	0
SLC44A3	22	24	22	32
CNN3	5	3	26	19
CNN3-DT	1	4	14	13
ALG14	141	132	149	158
LOC105378863	0	0	0	0
ALG14-AS1	0	0	0	0
TLCD4	215	152	367	370
TLCD4-RWDD3	5	5	10	9
RWDD3-DT	4	0	1	2
RWDD3	88	73	134	124
LINC01760	0	0	0	0
LOC105378864	0	0	0	0
LOC105379825	0	0	0	0
LINC01650	0	0	0	0
LOC107985420	0	0	0	0
LINC01761	0	0	0	0
LINC02607	0	0	0	0
LOC101928219	0	0	0	0
LINC02790	0	0	0	0
LINC01787	0	0	0	0
LOC105378866	0	0	0	0
PTBP2	287	237	321	320
DPYD	0	0	2	1
DPYD-AS1	0	0	0	0
LOC105378867	0	0	0	0
DPYD-AS2	0	0	0	0
LINC01930	0	0	0	0
MIR137HG	0	1	0	0
MIR2682	0	0	0	0
MIR137	0	0	0	0
LINC01776	0	0	0	1
SNX7	354	289	642	544
PLPPR5	0	0	0	0
PLPPR5-AS1	0	0	0	0
PLPPR4	16	14	326	324
LOC107985093	0	0	0	3
LINC01708	0	0	0	0
PALMD	2	0	2	4
FRRS1	10	7	16	8
AGL	1113	954	1690	1690
SLC35A3	665	596	874	812
MFSD14A	1225	963	1168	1169
SASS6	590	508	549	547
TRMT13	421	415	383	360
LRRC39	2	4	9	8
DBT	596	529	755	807
RTCA-AS1	2	5	18	13
RTCA	1056	780	982	941
MIR553	1	0	0	1
CDC14A	420	320	589	577
LOC105379827	0	0	0	0
GPR88	0	0	0	0
LINC01349	0	0	0	0
VCAM1	0	0	0	0
EXTL2	537	462	591	595
SLC30A7	232	175	243	256
DPH5	495	408	333	346
LOC102606465	90	63	46	46
LOC107985094	0	0	0	0
LOC101928334	0	0	0	0
S1PR1-DT	2	1	1	3
S1PR1	8	7	11	17
LOC102723784	0	1	3	2
LINC01307	0	0	0	0
LINC01709	0	0	0	0
OLFM3	0	0	0	0
DNAJA1P5	0	1	0	0
LOC107985095	0	0	0	0
LOC105378874	0	0	0	0
LOC112268286	0	0	0	0
LOC107985096	0	0	0	0
COL11A1	1	0	0	0
RNPC3-DT	0	0	0	0
RNPC3	199	150	236	262
AMY2B	9	6	21	25
ACTG1P4	0	0	1	1
AMY2A	0	0	0	0
AMY1A	0	0	0	0
AMY1B	0	0	0	0
LOC105378878	0	0	0	0
AMY1C	0	0	0	0
LOC100129138	1	0	0	2
LOC105378879	0	0	0	0
LOC105378880	0	0	0	0
LOC105378881	0	0	0	0
LINC01676	0	0	0	0
LOC105378882	0	0	0	0
LOC105378883	0	0	0	0
LINC01677	0	0	0	0
LOC107985116	0	0	0	0
LOC105378886	0	0	0	0
LOC105378885	0	0	0	0
LOC105378887	0	0	0	0
LINC01661	0	0	0	0
LOC105378888	0	0	0	0
PRMT6	457	377	641	581
NTNG1	0	0	1	0
VAV3	0	0	2	1
MIR7852	0	0	0	0
VAV3-AS1	0	0	0	0
LINC02785	0	0	0	0
SLC25A24	0	0	0	0
NBPF4	4	3	15	12
NBPF6	13	7	58	57
FAM102B	303	233	1123	1063
HENMT1	219	151	310	291
LOC105378890	3	4	7	8
PRPF38B	2577	2162	1955	2164
FNDC7	0	0	3	5
STXBP3	1411	1210	1522	1440
LOC105378891	0	0	4	3
AKNAD1	113	60	111	122
SPATA42	0	1	0	0
LOC107985159	0	0	0	0
GPSM2	4106	3479	4226	4055
CLCC1	164	149	224	256
WDR47	341	279	558	503
TAF13	244	221	318	319
TMEM167B-DT	3	3	14	8
TMEM167B	811	656	952	894
SCARNA2	0	3	0	2
CFAP276	1	1	6	2
ELAPOR1	50	41	299	282
SARS1	5321	4089	3824	4061
CELSR2	1362	1154	1609	1854
PSRC1	1251	924	828	846
MYBPHL	12	5	22	28
SORT1	4277	3230	7062	6925
PSMA5	2890	2337	2905	2748
SYPL2	39	24	43	41
ATXN7L2	281	208	183	190
CYB561D1	410	314	504	497
AMIGO1	142	93	148	175
LOC105378893	0	0	0	0
GPR61	2	1	8	2
GNAI3	3903	3161	4204	3897
MIR197	0	0	0	0
GNAT2	7	4	11	19
AMPD2	1696	1327	1452	1565
GSTM4	1100	781	1747	1838
GSTM2	6	8	17	20
GSTM1	15	17	24	36
GSTM5	0	0	0	0
GSTM3	1	0	1	1
EPS8L3	357	287	678	689
LINC01768	0	0	0	1
CSF1	76	58	68	68
AHCYL1	3231	2566	3769	3740
STRIP1	1038	805	1284	1238
LOC105378895	1	0	1	0
ALX3	69	57	78	67
LINC01397	0	0	0	4
UBL4B	0	0	1	0
SLC6A17	0	1	1	0
SLC6A17-AS1	0	0	0	0
KCNC4-DT	5	4	5	9
KCNC4	349	234	330	378
RBM15-AS1	39	26	41	24
RBM15	649	503	641	652
SLC16A4	117	106	321	335
LAMTOR5	1255	963	1527	1404
LAMTOR5-AS1	6	7	10	18
PROK1	0	1	24	19
LOC105378899	0	0	0	0
LOC105378898	0	0	0	0
CYMP	0	0	0	0
CYMP-AS1	0	0	0	0
KCNA10	0	0	0	0
KCNA2	14	12	55	67
LOC107985174	0	0	0	0
KCNA3	0	0	0	0
LOC105378901	0	0	0	0
CD53	0	0	1	0
LRIF1	562	486	778	696
DRAM2	594	547	507	492
CEPT1	853	723	776	783
DENND2D	527	411	616	598
LOC107985180	0	0	0	0
CHI3L2	0	1	3	5
CHIAP2	0	0	0	0
CHIA	0	0	1	0
LOC105378903	0	0	0	0
PIFO	20	16	59	42
LOC105378904	0	0	0	0
PGBP	0	0	0	0
OVGP1	0	2	11	16
WDR77	2602	1879	1891	1875
ATP5PB	3762	2862	3149	2830
C1orf162	45	34	27	18
TMIGD3	0	0	1	0
ADORA3	0	0	0	0
RAP1A	1472	1126	1644	1415
LINC01160	7	5	8	14
LOC107985184	3	4	23	15
INKA2	282	204	713	726
INKA2-AS1	5	7	25	30
LOC101928718	2	1	1	3
DDX20	1048	890	1323	1290
KCND3	95	73	902	872
KCND3-IT1	0	0	0	0
KCND3-AS1	0	0	0	0
LINC01750	7	11	78	76
LOC105378906	0	0	0	0
LINC02884	0	1	13	7
CTTNBP2NL	456	338	723	752
MIR4256	0	0	0	0
WNT2B	12	8	11	10
ST7L	271	214	224	167
CAPZA1	5258	4320	4534	4170
MOV10	1555	1119	1912	1943
RHOC	1583	1188	1675	1771
PPM1J	57	37	51	48
PPM1J-DT	0	0	1	1
TAFA3	1	1	6	3
LINC01356	248	214	304	312
LINC01357	9	4	2	6
LOC105378911	6	3	6	5
MIR11399	0	0	0	0
SLC16A1	0	0	3	2
AKR7A2P1	0	0	0	0
SLC16A1-AS1	0	0	0	0
LOC107985189	0	0	0	0
LRIG2-DT	1	1	2	2
LRIG2	445	331	759	767
LOC643441	0	0	0	0
MAGI3	445	368	525	541
PHTF1	954	779	1638	1605
